02:24:19,301 main INFO Loading fonts.
02:24:19,302 main INFO Loading sound files.
02:24:19,358 main INFO Loading textures.
02:24:19,378 main INFO Creating UI.
02:24:19,379 main DEBUG Showing main menu.
02:24:19,379 main DEBUG Clearing old menu screen.
02:24:19,379 main DEBUG No main menu to clear
02:24:21,470 main DEBUG Playing sound 'click'
02:24:22,714 main DEBUG Playing sound 'click'
02:24:22,870 main INFO Starting a new game.
02:24:22,871 main DEBUG Load screen.
02:24:22,879 main DEBUG Removing old particle system.
02:24:22,879 main DEBUG 'GameWindow' object has no attribute 'flame_emitter_group'
02:24:22,980 main DEBUG Removing obstacles from game grid.
02:24:23,158 main DEBUG generating new grid
02:24:23,162 main DEBUG removed 129 grid points for towers
02:24:23,162 main DEBUG removed 127 grid points for no walk
02:24:23,255 main DEBUG Pathfinding successful!
02:24:23,255 main DEBUG Steps: 23
02:24:26,577 main DEBUG Towers: 1
02:24:26,578 main DEBUG generating new grid
02:24:26,581 main DEBUG removed 130 grid points for towers
02:24:26,581 main DEBUG removed 127 grid points for no walk
02:24:26,667 main DEBUG Pathfinding successful!
02:24:26,667 main DEBUG Steps: 24
02:24:26,667 main DEBUG New path for grid: True
02:25:10,171 main DEBUG Reached pos (2, 16), new target is (2, 17)
02:25:10,252 main DEBUG Playing sound 'bang1'
02:25:10,393 main DEBUG Spawning mob ID1740: 14.0hp, 1.0spd
02:25:10,394 main DEBUG Spawning mob ID1741: 35.0hp, 0.9spd
02:25:10,394 main DEBUG Spawning mob ID1742: 180.0hp, 0.6spd
02:25:10,394 main DEBUG Spawning mob ID1743: 80.0hp, 1.8spd
02:25:10,395 main DEBUG Spawning mob ID1744: 300.0hp, 0.9spd
02:25:10,395 main DEBUG Spawning mob ID1745: 300.0hp, 1.25spd
02:25:10,395 main DEBUG Spawning mob ID1746: 400.0hp, 1.0spd
02:25:10,396 main DEBUG Spawning mob ID1747: 120.0hp, 0.9spd
02:25:10,396 main DEBUG Spawning mob ID1748: 900.0hp, 0.5spd
02:25:10,397 main DEBUG Spawning mob ID1749: 800.0hp, 0.8spd
02:25:10,397 main DEBUG Spawning mob ID1750: 900.0hp, 1.0spd
02:25:10,397 main DEBUG Spawning mob ID1751: 2000.0hp, 0.5spd
02:25:10,601 main DEBUG Playing sound 'bang1'
02:25:10,659 main DEBUG Spawning mob ID1752: 14.0hp, 1.0spd
02:25:10,659 main DEBUG Spawning mob ID1753: 35.0hp, 0.9spd
02:25:10,660 main DEBUG Spawning mob ID1754: 180.0hp, 0.6spd
02:25:10,660 main DEBUG Spawning mob ID1755: 80.0hp, 1.8spd
02:25:10,661 main DEBUG Spawning mob ID1756: 300.0hp, 0.9spd
02:25:10,661 main DEBUG Spawning mob ID1757: 300.0hp, 1.25spd
02:25:10,662 main DEBUG Spawning mob ID1758: 400.0hp, 1.0spd
02:25:10,662 main DEBUG Spawning mob ID1759: 120.0hp, 0.9spd
02:25:10,662 main DEBUG Spawning mob ID1760: 900.0hp, 0.5spd
02:25:10,663 main DEBUG Spawning mob ID1761: 800.0hp, 0.8spd
02:25:10,663 main DEBUG Spawning mob ID1762: 900.0hp, 1.0spd
02:25:10,663 main DEBUG Spawning mob ID1763: 2000.0hp, 0.5spd
02:25:10,668 main DEBUG Playing sound 'bang1'
02:25:10,783 main DEBUG Reached pos (5, 18), new target is (6, 18)
02:25:10,817 main DEBUG Playing sound 'bang1'
02:25:10,850 main DEBUG Mob 1443 died at x:580.228054622, y:256.000013568
02:25:10,851 main DEBUG Playing sound 'splat'
02:25:10,919 main DEBUG Spawning mob ID1764: 14.0hp, 1.0spd
02:25:10,920 main DEBUG Spawning mob ID1765: 35.0hp, 0.9spd
02:25:10,921 main DEBUG Spawning mob ID1766: 180.0hp, 0.6spd
02:25:10,921 main DEBUG Spawning mob ID1767: 80.0hp, 1.8spd
02:25:10,922 main DEBUG Spawning mob ID1768: 300.0hp, 0.9spd
02:25:10,923 main DEBUG Spawning mob ID1769: 300.0hp, 1.25spd
02:25:10,923 main DEBUG Spawning mob ID1770: 400.0hp, 1.0spd
02:25:10,923 main DEBUG Spawning mob ID1771: 120.0hp, 0.9spd
02:25:10,924 main DEBUG Spawning mob ID1772: 900.0hp, 0.5spd
02:25:10,924 main DEBUG Spawning mob ID1773: 800.0hp, 0.8spd
02:25:10,925 main DEBUG Spawning mob ID1774: 900.0hp, 1.0spd
02:25:10,925 main DEBUG Spawning mob ID1775: 2000.0hp, 0.5spd
02:25:11,100 main DEBUG Reached pos (2, 17), new target is (2, 18)
02:25:11,168 main DEBUG Spawning mob ID1776: 14.0hp, 1.0spd
02:25:11,169 main DEBUG Spawning mob ID1777: 35.0hp, 0.9spd
02:25:11,170 main DEBUG Spawning mob ID1778: 180.0hp, 0.6spd
02:25:11,171 main DEBUG Spawning mob ID1779: 80.0hp, 1.8spd
02:25:11,171 main DEBUG Spawning mob ID1780: 300.0hp, 0.9spd
02:25:11,172 main DEBUG Spawning mob ID1781: 300.0hp, 1.25spd
02:25:11,172 main DEBUG Spawning mob ID1782: 400.0hp, 1.0spd
02:25:11,172 main DEBUG Spawning mob ID1783: 120.0hp, 0.9spd
02:25:11,173 main DEBUG Spawning mob ID1784: 900.0hp, 0.5spd
02:25:11,173 main DEBUG Spawning mob ID1785: 800.0hp, 0.8spd
02:25:11,173 main DEBUG Spawning mob ID1786: 900.0hp, 1.0spd
02:25:11,174 main DEBUG Spawning mob ID1787: 2000.0hp, 0.5spd
02:25:11,423 main DEBUG Spawning mob ID1788: 14.0hp, 1.0spd
02:25:11,423 main DEBUG Spawning mob ID1789: 35.0hp, 0.9spd
02:25:11,424 main DEBUG Spawning mob ID1790: 180.0hp, 0.6spd
02:25:11,424 main DEBUG Spawning mob ID1791: 80.0hp, 1.8spd
02:25:11,425 main DEBUG Spawning mob ID1792: 300.0hp, 0.9spd
02:25:11,425 main DEBUG Spawning mob ID1793: 300.0hp, 1.25spd
02:25:11,426 main DEBUG Spawning mob ID1794: 400.0hp, 1.0spd
02:25:11,426 main DEBUG Spawning mob ID1795: 120.0hp, 0.9spd
02:25:11,426 main DEBUG Spawning mob ID1796: 900.0hp, 0.5spd
02:25:11,427 main DEBUG Spawning mob ID1797: 800.0hp, 0.8spd
02:25:11,427 main DEBUG Spawning mob ID1798: 900.0hp, 1.0spd
02:25:11,428 main DEBUG Spawning mob ID1799: 2000.0hp, 0.5spd
02:25:11,487 main DEBUG Towers: 9
02:25:11,487 main DEBUG generating new grid
02:25:11,491 main DEBUG removed 138 grid points for towers
02:25:11,491 main DEBUG removed 127 grid points for no walk
02:25:11,569 main DEBUG Pathfinding successful!
02:25:11,569 main DEBUG Steps: 41
02:25:11,569 main DEBUG New path for grid: True
02:25:11,569 main DEBUG Tower placed at [2,18]
02:25:11,569 main DEBUG Calculating paths for pf_queue.
02:25:11,569 main DEBUG Length of queue: 1.
02:25:11,569 main DEBUG Updating target for mob 1453
02:25:11,570 main DEBUG currentpoint: (2, 16)
02:25:11,570 main DEBUG target_pos: (2, 17)
02:25:11,570 main DEBUG point: 5
02:25:11,570 main DEBUG Need to recalculate mob route.
02:25:11,591 main DEBUG Calculating paths for pf_queue.
02:25:11,591 main DEBUG Length of queue: 1.
02:25:11,592 main DEBUG Updating target for mob 1464
02:25:11,592 main DEBUG currentpoint: (2, 17)
02:25:11,592 main DEBUG target_pos: (2, 18)
02:25:11,592 main DEBUG point: 6
02:25:11,594 main DEBUG Mob 1464 had to generate new path.
02:25:11,670 main DEBUG Pathfinding successful!
02:25:11,670 main DEBUG Steps: 36
02:25:11,672 main DEBUG Playing sound 'bang1'
02:25:11,683 main DEBUG Spawning mob ID1800: 14.0hp, 1.0spd
02:25:11,683 main DEBUG Spawning mob ID1801: 35.0hp, 0.9spd
02:25:11,683 main DEBUG Spawning mob ID1802: 180.0hp, 0.6spd
02:25:11,684 main DEBUG Spawning mob ID1803: 80.0hp, 1.8spd
02:25:11,684 main DEBUG Spawning mob ID1804: 300.0hp, 0.9spd
02:25:11,684 main DEBUG Spawning mob ID1805: 300.0hp, 1.25spd
02:25:11,685 main DEBUG Spawning mob ID1806: 400.0hp, 1.0spd
02:25:11,685 main DEBUG Spawning mob ID1807: 120.0hp, 0.9spd
02:25:11,685 main DEBUG Spawning mob ID1808: 900.0hp, 0.5spd
02:25:11,686 main DEBUG Spawning mob ID1809: 800.0hp, 0.8spd
02:25:11,686 main DEBUG Spawning mob ID1810: 900.0hp, 1.0spd
02:25:11,686 main DEBUG Spawning mob ID1811: 2000.0hp, 0.5spd
02:25:11,705 main DEBUG Mob 1453 died at x:480.065091094, y:289.921304503
02:25:11,706 main DEBUG Playing sound 'splat'
02:25:11,772 main DEBUG Playing sound 'bang1'
02:25:11,924 main DEBUG Spawning mob ID1812: 14.0hp, 1.0spd
02:25:11,925 main DEBUG Spawning mob ID1813: 35.0hp, 0.9spd
02:25:11,926 main DEBUG Spawning mob ID1814: 180.0hp, 0.6spd
02:25:11,927 main DEBUG Spawning mob ID1815: 80.0hp, 1.8spd
02:25:11,927 main DEBUG Spawning mob ID1816: 300.0hp, 0.9spd
02:25:11,927 main DEBUG Spawning mob ID1817: 300.0hp, 1.25spd
02:25:11,928 main DEBUG Spawning mob ID1818: 400.0hp, 1.0spd
02:25:11,928 main DEBUG Spawning mob ID1819: 120.0hp, 0.9spd
02:25:11,929 main DEBUG Spawning mob ID1820: 900.0hp, 0.5spd
02:25:11,929 main DEBUG Spawning mob ID1821: 800.0hp, 0.8spd
02:25:11,930 main DEBUG Spawning mob ID1822: 900.0hp, 1.0spd
02:25:11,930 main DEBUG Spawning mob ID1823: 2000.0hp, 0.5spd
02:25:12,146 main DEBUG Playing sound 'bang1'
02:25:12,181 main DEBUG Spawning mob ID1824: 14.0hp, 1.0spd
02:25:12,183 main DEBUG Spawning mob ID1825: 35.0hp, 0.9spd
02:25:12,184 main DEBUG Spawning mob ID1826: 180.0hp, 0.6spd
02:25:12,184 main DEBUG Spawning mob ID1827: 80.0hp, 1.8spd
02:25:12,185 main DEBUG Spawning mob ID1828: 300.0hp, 0.9spd
02:25:12,185 main DEBUG Spawning mob ID1829: 300.0hp, 1.25spd
02:25:12,185 main DEBUG Spawning mob ID1830: 400.0hp, 1.0spd
02:25:12,186 main DEBUG Spawning mob ID1831: 120.0hp, 0.9spd
02:25:12,186 main DEBUG Spawning mob ID1832: 900.0hp, 0.5spd
02:25:12,186 main DEBUG Spawning mob ID1833: 800.0hp, 0.8spd
02:25:12,187 main DEBUG Spawning mob ID1834: 900.0hp, 1.0spd
02:25:12,187 main DEBUG Spawning mob ID1835: 2000.0hp, 0.5spd
02:25:12,312 main DEBUG Playing sound 'bang1'
02:25:12,457 main DEBUG Spawning mob ID1836: 14.0hp, 1.0spd
02:25:12,457 main DEBUG Spawning mob ID1837: 35.0hp, 0.9spd
02:25:12,458 main DEBUG Spawning mob ID1838: 180.0hp, 0.6spd
02:25:12,458 main DEBUG Spawning mob ID1839: 80.0hp, 1.8spd
02:25:12,459 main DEBUG Spawning mob ID1840: 300.0hp, 0.9spd
02:25:12,459 main DEBUG Spawning mob ID1841: 300.0hp, 1.25spd
02:25:12,459 main DEBUG Spawning mob ID1842: 400.0hp, 1.0spd
02:25:12,460 main DEBUG Spawning mob ID1843: 120.0hp, 0.9spd
02:25:12,461 main DEBUG Spawning mob ID1844: 900.0hp, 0.5spd
02:25:12,462 main DEBUG Spawning mob ID1845: 800.0hp, 0.8spd
02:25:12,462 main DEBUG Spawning mob ID1846: 900.0hp, 1.0spd
02:25:12,463 main DEBUG Spawning mob ID1847: 2000.0hp, 0.5spd
02:25:12,738 main DEBUG Spawning mob ID1848: 14.0hp, 1.0spd
02:25:12,739 main DEBUG Spawning mob ID1849: 35.0hp, 0.9spd
02:25:12,739 main DEBUG Spawning mob ID1850: 180.0hp, 0.6spd
02:25:12,739 main DEBUG Spawning mob ID1851: 80.0hp, 1.8spd
02:25:12,740 main DEBUG Spawning mob ID1852: 300.0hp, 0.9spd
02:25:12,740 main DEBUG Spawning mob ID1853: 300.0hp, 1.25spd
02:25:12,740 main DEBUG Spawning mob ID1854: 400.0hp, 1.0spd
02:25:12,741 main DEBUG Spawning mob ID1855: 120.0hp, 0.9spd
02:25:12,741 main DEBUG Spawning mob ID1856: 900.0hp, 0.5spd
02:25:12,742 main DEBUG Spawning mob ID1857: 800.0hp, 0.8spd
02:25:12,742 main DEBUG Spawning mob ID1858: 900.0hp, 1.0spd
02:25:12,742 main DEBUG Spawning mob ID1859: 2000.0hp, 0.5spd
02:25:12,893 main DEBUG Reached pos (1, 17), new target is (1, 17)
02:25:12,927 main DEBUG Reached pos (1, 17), new target is (1, 18)
02:25:13,3 main DEBUG Spawning mob ID1860: 14.0hp, 1.0spd
02:25:13,4 main DEBUG Spawning mob ID1861: 35.0hp, 0.9spd
02:25:13,4 main DEBUG Spawning mob ID1862: 180.0hp, 0.6spd
02:25:13,4 main DEBUG Spawning mob ID1863: 80.0hp, 1.8spd
02:25:13,5 main DEBUG Spawning mob ID1864: 300.0hp, 0.9spd
02:25:13,5 main DEBUG Spawning mob ID1865: 300.0hp, 1.25spd
02:25:13,6 main DEBUG Spawning mob ID1866: 400.0hp, 1.0spd
02:25:13,6 main DEBUG Spawning mob ID1867: 120.0hp, 0.9spd
02:25:13,6 main DEBUG Spawning mob ID1868: 900.0hp, 0.5spd
02:25:13,7 main DEBUG Spawning mob ID1869: 800.0hp, 0.8spd
02:25:13,7 main DEBUG Spawning mob ID1870: 900.0hp, 1.0spd
02:25:13,8 main DEBUG Spawning mob ID1871: 2000.0hp, 0.5spd
02:25:13,110 main DEBUG Playing sound 'bang1'
02:25:13,143 main DEBUG Mob 1464 died at x:451.526652715, y:279.265229614
02:25:13,144 main DEBUG Playing sound 'splat'
02:25:13,209 main INFO AI current gold: 20
02:25:13,250 main DEBUG Spawning mob ID1872: 14.0hp, 1.0spd
02:25:13,250 main DEBUG Spawning mob ID1873: 35.0hp, 0.9spd
02:25:13,251 main DEBUG Spawning mob ID1874: 180.0hp, 0.6spd
02:25:13,251 main DEBUG Spawning mob ID1875: 80.0hp, 1.8spd
02:25:13,251 main DEBUG Spawning mob ID1876: 300.0hp, 0.9spd
02:25:13,252 main DEBUG Spawning mob ID1877: 300.0hp, 1.25spd
02:25:13,252 main DEBUG Spawning mob ID1878: 400.0hp, 1.0spd
02:25:13,252 main DEBUG Spawning mob ID1879: 120.0hp, 0.9spd
02:25:13,253 main DEBUG Spawning mob ID1880: 900.0hp, 0.5spd
02:25:13,253 main DEBUG Spawning mob ID1881: 800.0hp, 0.8spd
02:25:13,254 main DEBUG Spawning mob ID1882: 900.0hp, 1.0spd
02:25:13,254 main DEBUG Spawning mob ID1883: 2000.0hp, 0.5spd
02:25:13,499 main DEBUG Spawning mob ID1884: 14.0hp, 1.0spd
02:25:13,500 main DEBUG Spawning mob ID1885: 35.0hp, 0.9spd
02:25:13,501 main DEBUG Spawning mob ID1886: 180.0hp, 0.6spd
02:25:13,501 main DEBUG Spawning mob ID1887: 80.0hp, 1.8spd
02:25:13,501 main DEBUG Spawning mob ID1888: 300.0hp, 0.9spd
02:25:13,502 main DEBUG Spawning mob ID1889: 300.0hp, 1.25spd
02:25:13,502 main DEBUG Spawning mob ID1890: 400.0hp, 1.0spd
02:25:13,503 main DEBUG Spawning mob ID1891: 120.0hp, 0.9spd
02:25:13,503 main DEBUG Spawning mob ID1892: 900.0hp, 0.5spd
02:25:13,503 main DEBUG Spawning mob ID1893: 800.0hp, 0.8spd
02:25:13,504 main DEBUG Spawning mob ID1894: 900.0hp, 1.0spd
02:25:13,504 main DEBUG Spawning mob ID1895: 2000.0hp, 0.5spd
02:25:13,760 main DEBUG Spawning mob ID1896: 14.0hp, 1.0spd
02:25:13,762 main DEBUG Spawning mob ID1897: 35.0hp, 0.9spd
02:25:13,762 main DEBUG Spawning mob ID1898: 180.0hp, 0.6spd
02:25:13,763 main DEBUG Spawning mob ID1899: 80.0hp, 1.8spd
02:25:13,763 main DEBUG Spawning mob ID1900: 300.0hp, 0.9spd
02:25:13,764 main DEBUG Spawning mob ID1901: 300.0hp, 1.25spd
02:25:13,764 main DEBUG Spawning mob ID1902: 400.0hp, 1.0spd
02:25:13,764 main DEBUG Spawning mob ID1903: 120.0hp, 0.9spd
02:25:13,765 main DEBUG Spawning mob ID1904: 900.0hp, 0.5spd
02:25:13,765 main DEBUG Spawning mob ID1905: 800.0hp, 0.8spd
02:25:13,765 main DEBUG Spawning mob ID1906: 900.0hp, 1.0spd
02:25:13,766 main DEBUG Spawning mob ID1907: 2000.0hp, 0.5spd
02:25:13,807 main DEBUG Playing sound 'bang1'
02:25:13,808 main DEBUG Playing sound 'bang1'
02:25:13,809 main DEBUG Playing sound 'bang1'
02:25:13,957 main DEBUG Playing sound 'bang1'
02:25:14,273 main DEBUG Playing sound 'bang1'
02:25:14,673 main DEBUG Playing sound 'bang1'
02:25:14,674 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:25:14,707 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:25:15,142 main DEBUG Playing sound 'bang1'
02:25:15,142 main DEBUG Playing sound 'bang1'
02:25:15,143 main DEBUG Playing sound 'bang1'
02:25:15,276 main DEBUG Playing sound 'bang1'
02:25:15,309 main DEBUG Reached pos (2, 14), new target is (2, 15)
02:25:15,553 main DEBUG Playing sound 'bang1'
02:25:15,554 main DEBUG Playing sound 'bang1'
02:25:15,857 main DEBUG Available square not found: No tower found on 441,244
02:25:15,951 main DEBUG Playing sound 'bang1'
02:25:15,952 main DEBUG Reached pos (2, 15), new target is (2, 16)
02:25:16,150 main DEBUG Playing sound 'bang1'
02:25:16,466 main DEBUG Playing sound 'bang1'
02:25:16,599 main DEBUG Playing sound 'bang1'
02:25:16,600 main DEBUG Reached pos (2, 16), new target is (2, 17)
02:25:16,914 main DEBUG Playing sound 'bang1'
02:25:16,915 main DEBUG Playing sound 'bang1'
02:25:16,916 main DEBUG Mob 1899 died at x:480.998724132, y:311.944118964
02:25:16,916 main DEBUG Playing sound 'splat'
02:25:20,55 main DEBUG Towers: 10
02:25:20,55 main DEBUG generating new grid
02:25:20,59 main DEBUG removed 139 grid points for towers
02:25:20,59 main DEBUG removed 127 grid points for no walk
02:25:20,137 main DEBUG Pathfinding successful!
02:25:20,137 main DEBUG Steps: 43
02:25:20,138 main DEBUG New path for grid: True
02:25:20,138 main DEBUG Tower placed at [1,18]
02:25:23,46 main DEBUG Spawning mob ID1908: 14.0hp, 1.0spd
02:25:23,47 main DEBUG Spawning mob ID1909: 35.0hp, 0.9spd
02:25:23,47 main DEBUG Spawning mob ID1910: 180.0hp, 0.6spd
02:25:23,48 main DEBUG Spawning mob ID1911: 80.0hp, 1.8spd
02:25:23,48 main DEBUG Spawning mob ID1912: 300.0hp, 0.9spd
02:25:23,49 main DEBUG Spawning mob ID1913: 300.0hp, 1.25spd
02:25:23,50 main DEBUG Spawning mob ID1914: 400.0hp, 1.0spd
02:25:23,50 main DEBUG Spawning mob ID1915: 120.0hp, 0.9spd
02:25:23,51 main DEBUG Spawning mob ID1916: 900.0hp, 0.5spd
02:25:23,51 main DEBUG Spawning mob ID1917: 800.0hp, 0.8spd
02:25:23,52 main DEBUG Spawning mob ID1918: 900.0hp, 1.0spd
02:25:23,52 main DEBUG Spawning mob ID1919: 2000.0hp, 0.5spd
02:25:23,86 main DEBUG Playing sound 'bang1'
02:25:23,86 main DEBUG Playing sound 'bang1'
02:25:23,87 main DEBUG Playing sound 'bang1'
02:25:23,101 main DEBUG Spawning mob ID1920: 14.0hp, 1.0spd
02:25:23,101 main DEBUG Spawning mob ID1921: 35.0hp, 0.9spd
02:25:23,102 main DEBUG Spawning mob ID1922: 180.0hp, 0.6spd
02:25:23,103 main DEBUG Spawning mob ID1923: 80.0hp, 1.8spd
02:25:23,103 main DEBUG Spawning mob ID1924: 300.0hp, 0.9spd
02:25:23,103 main DEBUG Spawning mob ID1925: 300.0hp, 1.25spd
02:25:23,104 main DEBUG Spawning mob ID1926: 400.0hp, 1.0spd
02:25:23,104 main DEBUG Spawning mob ID1927: 120.0hp, 0.9spd
02:25:23,105 main DEBUG Spawning mob ID1928: 900.0hp, 0.5spd
02:25:23,105 main DEBUG Spawning mob ID1929: 800.0hp, 0.8spd
02:25:23,105 main DEBUG Spawning mob ID1930: 900.0hp, 1.0spd
02:25:23,106 main DEBUG Spawning mob ID1931: 2000.0hp, 0.5spd
02:25:23,128 main DEBUG Playing sound 'bang1'
02:25:23,218 main INFO AI current gold: 21
02:25:23,383 main DEBUG Spawning mob ID1932: 14.0hp, 1.0spd
02:25:23,384 main DEBUG Spawning mob ID1933: 35.0hp, 0.9spd
02:25:23,384 main DEBUG Spawning mob ID1934: 180.0hp, 0.6spd
02:25:23,385 main DEBUG Spawning mob ID1935: 80.0hp, 1.8spd
02:25:23,385 main DEBUG Spawning mob ID1936: 300.0hp, 0.9spd
02:25:23,386 main DEBUG Spawning mob ID1937: 300.0hp, 1.25spd
02:25:23,386 main DEBUG Spawning mob ID1938: 400.0hp, 1.0spd
02:25:23,387 main DEBUG Spawning mob ID1939: 120.0hp, 0.9spd
02:25:23,387 main DEBUG Spawning mob ID1940: 900.0hp, 0.5spd
02:25:23,387 main DEBUG Spawning mob ID1941: 800.0hp, 0.8spd
02:25:23,388 main DEBUG Spawning mob ID1942: 900.0hp, 1.0spd
02:25:23,388 main DEBUG Spawning mob ID1943: 2000.0hp, 0.5spd
02:25:23,390 main DEBUG Spawning mob ID1944: 14.0hp, 1.0spd
02:25:23,390 main DEBUG Spawning mob ID1945: 35.0hp, 0.9spd
02:25:23,390 main DEBUG Spawning mob ID1946: 180.0hp, 0.6spd
02:25:23,390 main DEBUG Spawning mob ID1947: 80.0hp, 1.8spd
02:25:23,391 main DEBUG Spawning mob ID1948: 300.0hp, 0.9spd
02:25:23,391 main DEBUG Spawning mob ID1949: 300.0hp, 1.25spd
02:25:23,391 main DEBUG Spawning mob ID1950: 400.0hp, 1.0spd
02:25:23,391 main DEBUG Spawning mob ID1951: 120.0hp, 0.9spd
02:25:23,392 main DEBUG Spawning mob ID1952: 900.0hp, 0.5spd
02:25:23,392 main DEBUG Spawning mob ID1953: 800.0hp, 0.8spd
02:25:23,392 main DEBUG Spawning mob ID1954: 900.0hp, 1.0spd
02:25:23,392 main DEBUG Spawning mob ID1955: 2000.0hp, 0.5spd
02:25:23,428 main DEBUG Spawning mob ID1956: 14.0hp, 1.0spd
02:25:23,428 main DEBUG Spawning mob ID1957: 35.0hp, 0.9spd
02:25:23,429 main DEBUG Spawning mob ID1958: 180.0hp, 0.6spd
02:25:23,430 main DEBUG Spawning mob ID1959: 80.0hp, 1.8spd
02:25:23,431 main DEBUG Spawning mob ID1960: 300.0hp, 0.9spd
02:25:23,431 main DEBUG Spawning mob ID1961: 300.0hp, 1.25spd
02:25:23,432 main DEBUG Spawning mob ID1962: 400.0hp, 1.0spd
02:25:23,432 main DEBUG Spawning mob ID1963: 120.0hp, 0.9spd
02:25:23,432 main DEBUG Spawning mob ID1964: 900.0hp, 0.5spd
02:25:23,433 main DEBUG Spawning mob ID1965: 800.0hp, 0.8spd
02:25:23,433 main DEBUG Spawning mob ID1966: 900.0hp, 1.0spd
02:25:23,434 main DEBUG Spawning mob ID1967: 2000.0hp, 0.5spd
02:25:23,510 main DEBUG Playing sound 'bang1'
02:25:23,633 main DEBUG Spawning mob ID1968: 14.0hp, 1.0spd
02:25:23,634 main DEBUG Spawning mob ID1969: 35.0hp, 0.9spd
02:25:23,634 main DEBUG Spawning mob ID1970: 180.0hp, 0.6spd
02:25:23,635 main DEBUG Spawning mob ID1971: 80.0hp, 1.8spd
02:25:23,635 main DEBUG Spawning mob ID1972: 300.0hp, 0.9spd
02:25:23,636 main DEBUG Spawning mob ID1973: 300.0hp, 1.25spd
02:25:23,636 main DEBUG Spawning mob ID1974: 400.0hp, 1.0spd
02:25:23,636 main DEBUG Spawning mob ID1975: 120.0hp, 0.9spd
02:25:23,637 main DEBUG Spawning mob ID1976: 900.0hp, 0.5spd
02:25:23,637 main DEBUG Spawning mob ID1977: 800.0hp, 0.8spd
02:25:23,637 main DEBUG Spawning mob ID1978: 900.0hp, 1.0spd
02:25:23,638 main DEBUG Spawning mob ID1979: 2000.0hp, 0.5spd
02:25:23,645 main DEBUG Spawning mob ID1980: 14.0hp, 1.0spd
02:25:23,646 main DEBUG Spawning mob ID1981: 35.0hp, 0.9spd
02:25:23,646 main DEBUG Spawning mob ID1982: 180.0hp, 0.6spd
02:25:23,646 main DEBUG Spawning mob ID1983: 80.0hp, 1.8spd
02:25:23,646 main DEBUG Spawning mob ID1984: 300.0hp, 0.9spd
02:25:23,647 main DEBUG Spawning mob ID1985: 300.0hp, 1.25spd
02:25:23,647 main DEBUG Spawning mob ID1986: 400.0hp, 1.0spd
02:25:23,647 main DEBUG Spawning mob ID1987: 120.0hp, 0.9spd
02:25:23,648 main DEBUG Spawning mob ID1988: 900.0hp, 0.5spd
02:25:23,648 main DEBUG Spawning mob ID1989: 800.0hp, 0.8spd
02:25:23,649 main DEBUG Spawning mob ID1990: 900.0hp, 1.0spd
02:25:23,649 main DEBUG Spawning mob ID1991: 2000.0hp, 0.5spd
02:25:23,659 main DEBUG Spawning mob ID1992: 14.0hp, 1.0spd
02:25:23,659 main DEBUG Spawning mob ID1993: 35.0hp, 0.9spd
02:25:23,659 main DEBUG Spawning mob ID1994: 180.0hp, 0.6spd
02:25:23,660 main DEBUG Spawning mob ID1995: 80.0hp, 1.8spd
02:25:23,660 main DEBUG Spawning mob ID1996: 300.0hp, 0.9spd
02:25:23,660 main DEBUG Spawning mob ID1997: 300.0hp, 1.25spd
02:25:23,660 main DEBUG Spawning mob ID1998: 400.0hp, 1.0spd
02:25:23,660 main DEBUG Spawning mob ID1999: 120.0hp, 0.9spd
02:25:23,661 main DEBUG Spawning mob ID2000: 900.0hp, 0.5spd
02:25:23,661 main DEBUG Spawning mob ID2001: 800.0hp, 0.8spd
02:25:23,661 main DEBUG Spawning mob ID2002: 900.0hp, 1.0spd
02:25:23,661 main DEBUG Spawning mob ID2003: 2000.0hp, 0.5spd
02:25:23,849 main DEBUG Spawning mob ID2004: 14.0hp, 1.0spd
02:25:23,850 main DEBUG Spawning mob ID2005: 35.0hp, 0.9spd
02:25:23,850 main DEBUG Spawning mob ID2006: 180.0hp, 0.6spd
02:25:23,851 main DEBUG Spawning mob ID2007: 80.0hp, 1.8spd
02:25:23,851 main DEBUG Spawning mob ID2008: 300.0hp, 0.9spd
02:25:23,851 main DEBUG Spawning mob ID2009: 300.0hp, 1.25spd
02:25:23,852 main DEBUG Spawning mob ID2010: 400.0hp, 1.0spd
02:25:23,852 main DEBUG Spawning mob ID2011: 120.0hp, 0.9spd
02:25:23,852 main DEBUG Spawning mob ID2012: 900.0hp, 0.5spd
02:25:23,853 main DEBUG Spawning mob ID2013: 800.0hp, 0.8spd
02:25:23,853 main DEBUG Spawning mob ID2014: 900.0hp, 1.0spd
02:25:23,853 main DEBUG Spawning mob ID2015: 2000.0hp, 0.5spd
02:25:23,854 main DEBUG Spawning mob ID2016: 14.0hp, 1.0spd
02:25:23,854 main DEBUG Spawning mob ID2017: 35.0hp, 0.9spd
02:25:23,854 main DEBUG Spawning mob ID2018: 180.0hp, 0.6spd
02:25:23,854 main DEBUG Spawning mob ID2019: 80.0hp, 1.8spd
02:25:23,854 main DEBUG Spawning mob ID2020: 300.0hp, 0.9spd
02:25:23,855 main DEBUG Spawning mob ID2021: 300.0hp, 1.25spd
02:25:23,855 main DEBUG Spawning mob ID2022: 400.0hp, 1.0spd
02:25:23,855 main DEBUG Spawning mob ID2023: 120.0hp, 0.9spd
